Day,Month,Year,Time,Location,Route,Aboard,Passengers Aboard,Crew Aboard,Fatalities,Passenger Fatalities,Crew Fatalities,Ground,Flight #,AC Type,Registration,cn / ln,Summary
06,September,1971,1821,"Near Hasloh, Germany","Hamburg, Germany - Malaga, Spain",121,115,6,22,21,1,0,112,BAC One-Eleven 515FB,D-ALAR,207,The aircraft collided with a bridge shearing off both wings after a double engine failure during takeoff.  A forced landing was attempted on a roadway. The water-injection system to cool the engines during takeoff was inadvertently filled with kerosene instead of water.
02,October,1971,1110,"Near Aarsele, West Vlaanderen, Belgium",London - Salzburg,63,55,8,63,55,8,0,706,Vickers Vanguard 951,G-APEC,706,"While en route a distress message was received from the aircraft after which it crashed and burst into flames.  The elevators and tailplane were destroyed when the rear pressure bulkhead ruptured at 19,000 feet. The airplane rapidly nosed down and crashed. The bulkhead was weakened by corrosion from a suspected leak in the lavatory."
10,October,1971,2017,"Moscow, Russia",	Moscow - Simferopol,25,18,7,25,18,7,0,773,Tupolev TU-104B,CCCP-42490,021603,"The airplane was climbing through an altitude of 1,200 m after takeoff when an explosion occurred. A TNT explosive device had been placed between the cabin wall and a passenger seat in the rear of the cabin 
The blast destroyed the flight controls. The airplane rolled to the right and descended until it collided with the ground."
12,November,1971,1125,"Vinnitsa, Russia",Kiev - Vinnitsa,48,43,5,48,43,5,0,H-63,Antonov AN-24,CCCP-46809,67302306,The plane crashed  on a a go-around 850 m short of the runway. Stalled for unknown reasons.
01,December,1971,2148,"Saratov, Russia",Ufa - Saratov,57,53,4,57,53,4,0,2174,Antonov AN-24,CCCP-46788,57301801,During approach the plane made a large roll and vertical rate of descent and crashed. Icing.
24,December,1971,1236,"Near Puerto Inca, Huanuco, Peru",Lima - Pucallpa,92,86,6,91,85,6,0,508,Lockheed 188A Electra,OB-R-941,1086,"The aircraft was struck by lightning after it entered an area of thunderstorms and heavy turbulence. The lightning caused a fire which led to the separation of the right wing and part of the left wing. The aircraft crashed in mountainous terrain in the jungle. One German passenger, a female teenager, survived and was found after trekking through the jungle for 9 days. Juliane Koepcke had a broken collarbone and was unconscious for an unknown amount of time but had survived the crash still strapped in her seat. She fell more than two miles into the jungle canopy but miraculously survived with only minor injuries. When she came to, she set out in vain to find her mother. Maria Koepcke, her mother, a leading Peruvian ornithologist, was dead. Rescue crews searched for the aircraft without success. Koepcke would have to save herself.  Koepcke found a stream and began nine days of wading through knee-high water and fighting off swarms of insects and leeches. On the ninth day, she found a canoe and shelter. Then she waited. Hours later, local lumbermen returned and found her. They tried to get her to eat but she was quite sick and refused. Insects had buried eggs in her skin and they were beginning to hatch. One of the men poured gasoline on her and, as she told the London Daily Mail, ""I counted 35 worms that came out of my arms alone."" The men offered what assistance they could provide but it was too late in the day to start the journey back to civilization; she slept one more night in the jungle before the men took her on the final seven hour journey via canoe down the river to a lumber station where she was airlifted to a hospital."
07,January,1972,1210,"Sierra de Atalayasa, Spain",Valencia - Ibiza,104,98,6,104,98,6,0,602,Sud-Aviation Caravelle VI-R,EC-ATV,163,"The aircraft crashed into hill while attempting to land. Failure to maintain the minimum flight altitude during the final stages of the visual approach. The accident was the result of a controlled flight into terrain due to a premature descent in limited visibility, causing the airplane to descent below the MDA."
26,January,1972,1610,"Near Srbská Kamenice, Czech Republic",Stockholm - Belgrade,28,23,5,27,23,4,0,JU 367,McDonnell Douglas DC-9-32,YU-AHT,47482/592,"The plane crashed after the detonation of a bomb in the forward cargo hold. A flight attendant,  22 year old Vesna Vulovic, fell 33,330 feet in the tail section and although she broke both legs and was temporarily paralyzed from the waist down, she survived. She was in a coma for 27 days and it took 16 months for her to recover. The bomb was believed to be placed on the plane by a Croatian extremist group. On January 27, 1997, 25 years after the crash, Vesna Vulovic returned to the crash-site and was reunited with the firemen who pulled her from the wreckage and the medical team who looked after her in the hospital."
03,March,1972,2048,"Albany, New York","New York City - Albany, NY",48,45,3,16,14,2,1,405,Fairchild-Hiller FH-227-B,N7818M,541,"The aircraft was on final approach to Albany County Airport in light snow and two miles visibility, when the pilot reported a malfunctioning left propeller cruise pitch lock. The captain ordered the engine shut down but the crew was unsuccessful in feathering the prop and the plane began to lose altitude. The plane crashed 4 miles short of the runway into a two-family house killing one man. Malfunction of the cruise pitch lock.  Inability of the crew to feather the left propeller, in combination with the descent below the minimum approach altitude. The reason for the malfunction and inability to feather the prop remains undetermined."
14,March,1972,2200,"Near Al Fujayrah, United Arab Emirates",Colombo - Dubai,112,106,6,112,106,6,0,296,Aerospatiale Caravelle Super 10B,OY-STL,267,"The aircraft struck a mountain ridge during approach, 50 miles E of Dubai. Incorrect information from an outdated flight plan."
18,April,1972,0939,"Addis Ababa, Ethiopia",Addis Ababa - Rome,107,96,11,43,35,8,0,720,BAC Super VC-10 1154,5X-UVA,881,The aircraft broke-up after overrunning the runway and an aborted takeoff. Partial loss of braking power due to the incorrect reassembly and repairs of the braking system.
04,May,1972,2334,"Bratsk, USSR",	Irkutsk - 	Bratsk,18,14,4,18,14,4,0,608,Yakovlev YAK-40,CCCP-87778,9040314,Crashed on approach. The plane entered an area of severe wind. Windshear. ATC error. Current weather was not passed on to the plane.
05,May,1972,2224,"Near Carini, Sicily, Italy",Rome - Palermo,115,108,7,115,108,7,0,112,McDonnell Douglas DC-8-43,I-DIWB,45625/150,The plane cashed into Mt. Lunga during an approach to Palermo. The crew's non-adherence to airport traffic regulations. The aircraft was named Antonio Pigafetta.
18,May,1972,1153,"Near Kharkov, Ukraine, USSR",Moscow - :	Kharkov,122,115,7,122,115,7,0,1491,Antonov AN-10A,CCCP-11215,	 0402502,Structural failure and separation of both wings due to a fatigue crack in the center wing section.
27,May,1972,1510,"Near Helgoland, Germany",Helgoland - Wangerooge,13,10,3,8,6,2,0,005,de Havilland Canada DHC-6 Twin Otter,D-IDHC,31,Crashed after taking off from this North sea island for another island.
30,May,1972,0624,"Dallas/Ft. Worth, Texas",Training,4,0,4,4,0,4,0,9570,McDonnell Douglas DC-9-14,N3305L,45700,"While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC-10. An encounter with a trailing vortex generated by a preceding ""heavy"" jet which resulted in an involuntary loss of control of the airplane during final approach. Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions."
14,June,1972,2020,"Near New Delhi, India",Bangkok - Delhi,87,76,11,82,72,10,4,471,McDonnell Douglas DC-8-53,JA8012,45860/213,The aircraft crashed short of the runway. Indian officials claimed the crash was caused by a disregard for prescribed procedures in abandoning all instrument references before making visual contact with the runway. Japanese investigators claimed a false glide path signal was responsible for the descent into terrain.
15,June,1972,1400,"Near Pleiku, South Vietnam",Bangkok - Hong Kong,81,71,10,81,71,10,0,700Z,Convair CV-880-22M-21,VR-HFZ,22-7-1-53,"The plane crashed while en route from Singapore to Hong Kong. Detonation of an explosive device in the passenger cabin in a suitcase under a seat. A Thai police lieutenant, accused of planting the bomb, was acquitted due to lack of sufficient evidence."
18,June,1972,1611,"London Heathrow,  Staines, Surrey, England",London - Brussels,118,112,6,118,112,6,0,548,Hawker Siddeley Trident 1C,G-ARPI,2109,The plane crashed into a field shortly after taking off from Heathrow Airport. The airplane stalled after the wing's leading edge devices were retracted prematurely after takeoff.  Failure of the captain to maintain adequate speed after noise abatement procedures. Premature retraction of the slats. Incapacitation of the captain due to a possible arterial hemorrhage.
24,June,1972,2317,"Ponce, Puerto Rico",San Juan - Ponce,20,18,2,5,3,2,0,191,de Havilland DH-114 Heron 2B,N554PR,14085,"The pilot over-rotated during a go-around from a landing attempt , lost control and crashed. Crew error. The reason for rejecting the landing is not known."
29,June,1972,0937,"Appleton, Wisconsin","Chicago, IL - Appleton, WI - Sheboygan, WI",13,8,5,13,8,5,0,290 / 671,Convair CV-580/De Hav. Twin Otter 100,N90858/N4043B,083 / 013,Both aircraft were proceeding under VFR getting ready to land when there was a midair collision. Both aircraft crashed into Lake Winnebago and sank. The failure of both flightcrews to detect visually the other aircraft in sufficient time to initiate evasive action.
06,July,1972,0200,"Off Las Palmas, Canary Islands, Spain",Las Palmas - Hamberg,10,0,10,10,0,10,0,331,McDonnell Douglas DC-8-52,EC-ARA,45617/136,"The plane ditched into the sea, 14 miles from Gran Canana Island while on approach. Reasons unknown."
31,August,1972,1019,"Near Magnitogorsk, Russia",Karaganda - Moscow,102,93,9,102,93,9,0,558,Ilyushin IL-18,CCCP-74298,182004505,"The aircraft crashed, trailing heavy smoke. Fire caused by spontaneous ignition of passenger baggage."
01,October,1972,1925,"Near Adler, USSR",Adler - Moscow,108,108,8,108,100,8,0,1036,Ilyushin IL-18B,CCCP-75507,183006405,"The flight ditched into Black Sea shortly after takeoff. The accident occurred in good weather and visibility, and ground controllers received no distress message prior to the crash. An investigation failed to reveal its cause."
13,October,1972,2150,"Near Moscow, USSR",Leningrad - Moscow,174,164,10,174,164,10,0,217,Ilyushin IL-62,CCCP-86671,70301,"The aircraft crashed at the outer marker while attempting to land for the third time in poor weather conditions.  Sudden incapacitation of the crew for reasons unknown. Contributing to the accident, the airport's instrument landing system was not working."
